area,district,info,price,title
94.71,东城,[东城]崇文门兴隆都市馨园｜94.71㎡｜2室2厅1厨2卫｜南北,90697,有30平露台 一梯两户 利用率高 有挑高 出行便利 无遮挡
97.73,朝阳,[朝阳]望京融科橄榄城三期｜97.73㎡｜2室2厅1厨1卫｜南,99764,融科橄榄城 客厅双卧朝南 高层 视野好 装修好 户型方正
62.51,西城,[西城]广安门玺源台｜62.51㎡｜1室1厅1厨1卫｜西,92785,玺源台 正规一居室 高楼层 视野开阔  交通便利
196.85,朝阳,[朝阳]亚运村小营世纪宝鼎｜196.85㎡｜3室2厅1厨2卫｜南,55880,亚运村 全南三居 供暖好  大阳台  舒适  安静 装修好
91.12,朝阳,[朝阳]望京澳洲康都｜91.12㎡｜3室1厅1厨1卫｜西北,82309,康都西北向小三居 紧凑户型 视野无遮挡 落地窗 有玄关
66.43,大兴,[大兴]亦庄鹿鸣苑｜66.43㎡｜2室1厅1厨1卫｜西北,59912,鹿鸣苑 两居室 户型好 楼层好 小区环境好
122.83,丰台,[丰台]方庄紫芳园二区｜122.83㎡｜2室1厅1厨2卫｜南北,83041,2007年房+小高层板楼一梯2户+楼间距80米+厅，主卧朝南
93.93,西城,[西城]广安门丽水莲花2号院｜93.93㎡｜3室1厅1厨1卫｜西北,90492,丽水莲花社区  临花园 高层 双朝向
177.91,朝阳,[朝阳]四惠东恒时代二期｜177.91㎡｜4室2厅1厨2卫｜南北,83188,东恒时代南北四居室 带阳台采光好 观景房 后排安静不临街
134.89,海淀,[海淀]西三旗富力桃园C区｜134.89㎡｜3室1厅1厨2卫｜南北,69686,人车分流社区~楼座位置安静~南北通透户型~小区环境优美
132.99,朝阳,[朝阳]望京慧谷时空｜132.99㎡｜3室2厅1厨2卫｜西北,64666,望京慧谷时空 地暖落地窗 临14/15号线望京站 安静不临街
197.85,东城,[东城]广渠门水上华城｜197.85㎡｜3室2厅1厨2卫｜东南,96032,二卧室和客厅朝南，明厨明卫，前后对花园，接受换房，
96.91,通州,[通州]梨园园景东区｜96.91㎡｜3室1厅1厨1卫｜西南,44887,时尚街区南向小三居 户型格局好明厨明卫 楼层高视野好
173.28,朝阳,[朝阳]太阳宫冠城大通澜石｜173.28㎡｜3室2厅1厨2卫｜南北,144275,矮板楼 带车位带储物间  南北通透三居室  高层观景
57.56,丰台,[丰台]方庄芳群园四区｜57.56㎡｜2室1厅1厨1卫｜南北,62369,全南向两居室，业主婚房装修保养好，户型方正没有浪费，带车位
156,海淀,[海淀]公主坟颐源居｜156㎡｜3室2厅1厨2卫｜南北,115384,公主坟颐源居南北3室
90.65,海淀,[海淀]西三旗富力桃园C区｜90.65㎡｜2室1厅1厨1卫｜南,62879,西三旗富力桃园，中高楼层，保持好，位置安静，直观花园
171.02,西城,[西城]右安门内清芷园｜171.02㎡｜3室2厅1厨2卫｜南北,105250,客厅双卧朝南，短进深大面宽，双360度转角阳台，不临街观花园
113,朝阳,[朝阳]南沙滩名苑雅居｜113㎡｜3室2厅1厨2卫｜西南,77876,北沙滩，奥森公园边上，电梯电梯双卫三居室，三面朝南！
105.3,朝阳,[朝阳]亚运村小营世纪村东区｜105.3㎡｜3室1厅1厨1卫｜东南,61728,世纪村三居室+配套齐全+芳草地+正对紫薇花园
148.69,海淀,[海淀]万柳碧水云天｜148.69㎡｜3室2厅1厨2卫｜南北,147958,高层观景三居室，南北通透，短进深，采光无遮挡
203,朝阳,[朝阳]农展馆龙阁公寓｜203㎡｜4室2厅1厨2卫｜南北,78817,（南北通透）（带圆弧景观窗）（卧室朝南四居室）（观朝阳公园）
367.73,朝阳,[朝阳]亚运村小营亚运新新家园朗月园｜367.73㎡｜5室2厅1厨3卫｜南北,69344,亚运新新家园联排，367平，南边对花园，带露台，南北通透
120.69,海淀,[海淀]西山美丽园｜120.69㎡｜2室2厅1厨1卫｜南北,100256,板楼社区 南北向 南向60㎡花园 安静位置 周边配套齐全
177.91,朝阳,[朝阳]四惠东恒时代二期｜177.91㎡｜4室2厅1厨2卫｜南北,83188,东恒时代南北四居室 带阳台采光好 观景房 后排安静不临街
134.89,海淀,[海淀]西三旗富力桃园C区｜134.89㎡｜3室1厅1厨2卫｜南北,69686,人车分流社区~楼座位置安静~南北通透户型~小区环境优美
35.35,西城,[西城]广安门荣丰2008｜35.35㎡｜1室1厅1厨2卫｜南,127298,西城区荣丰2008 南向复式 采光充足 视野开阔无遮挡
132.99,朝阳,[朝阳]望京慧谷时空｜132.99㎡｜3室2厅1厨2卫｜西北,64666,望京慧谷时空 地暖落地窗 临14/15号线望京站 安静不临街
197.85,东城,[东城]广渠门水上华城｜197.85㎡｜3室2厅1厨2卫｜东南,96032,二卧室和客厅朝南，明厨明卫，前后对花园，接受换房，
96.91,通州,[通州]梨园园景东区｜96.91㎡｜3室1厅1厨1卫｜西南,44887,时尚街区南向小三居 户型格局好明厨明卫 楼层高视野好
146.44,朝阳,[朝阳]亚运村保利金泉广场｜146.44㎡｜3室2厅1厨2卫｜西南,99699,全南三居室！落地大飘窗！全景水系花园！居家装修！车位充足！
162.56,朝阳,[朝阳]双井富力城C区｜162.56㎡｜3室2厅1厨2卫｜南,99655,双井富力城 全南三居 采光佳 高楼层 视野好 国贸南
181,朝阳,[朝阳]CBD蓝堡国际公寓｜181㎡｜3室2厅2卫｜东西,86187,户型方正，采光面大，格局合理，动静分离。
168,海淀,[海淀]世纪城翠叠园｜168㎡｜3室2厅1厨2卫｜南北,104166,翠叠园南北三室+客厅双卧南+落地穿采光好+安静不临+临绿化带
125,海淀,[海淀]世纪城晴雪园｜125㎡｜3室2厅1厨2卫｜南北,111840,晴雪园板楼三居，园区正中间位置，明厨双明卫，双卧朝南，采光好
158,海淀,[海淀]五棵松紫金长安｜158㎡｜3室2厅1厨2卫｜南北,125316,高层，南北通透，前后落地窗，层高3米，餐客厅分离，餐厨一体
43.21,海淀,[海淀]安宁庄清上园｜43.21㎡｜1室1厨1卫｜东南,69428,落地窗、东南向的开间、采光很好、房子利用很好、保养好。
494.46,朝阳,[朝阳]百子湾富力十号｜494.46㎡｜6室2厅1厨3卫｜南北,95053,百子湾富力十号南北6室
93.77,朝阳,[朝阳]双井富力城C区｜93.77㎡｜2室2厅1厨2卫｜北,104511,樱花半岛 北向两居室 带双卫 适中楼层 三部电梯
113.56,朝阳,[朝阳]望京朝庭公寓｜113.56㎡｜2室2厅1厨2卫｜南北,72208,朝庭公寓高层2居，南北通透，视野采光好，保持好直接住！
266.01,东城,[东城]广渠门水上华城｜266.01㎡｜4室2厅1厨3卫｜南北,89470,水上华城+临公园+带车位+1梯1+南北大四居+不临街+无遮挡
64.99,朝阳,[朝阳]双井富力城A区｜64.99㎡｜1室1厅1厨1卫｜南,104939,富力城A区，南向一居室 ，一室一厅，无遮挡，采光充足
149.9,通州,[通州]临河里花涧溪｜149.9㎡｜4室2厅1厨2卫｜南北,48699,临河里花涧溪南北4室
60.11,西城,[西城]广安门玺源台｜60.11㎡｜1室1厅1厨1卫｜东,102312,玺源台二期 3号楼 业主自住 朝园区
170.8,朝阳,[朝阳]垡头北京华侨城｜170.8㎡｜3室2厅1厨2卫｜南北,70257,欢乐谷 华侨城 高层南北通透170.8平三居 保养好
164,朝阳,[朝阳]三元桥UHN国际村｜164㎡｜4室2厅1厨2卫｜南北,85365,三元桥UHN国际村南北4室
137,朝阳,[朝阳]十里堡爱这城三期｜137㎡｜3室2厅1厨2卫｜南北,65620,爱着城三期 南北通透三居室 高层观景 视野开阔 采光好
170,丰台,[丰台]青塔万科紫苑A区｜170㎡｜3室2厅1厨2卫｜南北,69411,万科楼盘和物业 通透三居 带保姆间 开发商装修 保持好
98.08,朝阳,[朝阳]北苑华贸城｜98.08㎡｜3室1厅1厨1卫｜西南北,81566,高层观景，视野采光好，户型正，带飘窗，婚房装修，提包住
137,朝阳,[朝阳]大望路乐成豪丽｜137㎡｜1室1厅1厨1卫｜南北,72992,乐成豪丽 南北一居室 客厅 朝南 卧室朝北 餐厅朝北 落地窗
162.56,朝阳,[朝阳]双井富力城C区｜162.56㎡｜3室2厅1厨2卫｜南,99655,双井富力城 全南三居 采光佳 高楼层 视野好 国贸南
181,朝阳,[朝阳]CBD蓝堡国际公寓｜181㎡｜3室2厅2卫｜东西,86187,户型方正，采光面大，格局合理，动静分离。
168,海淀,[海淀]世纪城翠叠园｜168㎡｜3室2厅1厨2卫｜南北,104166,翠叠园南北三室+客厅双卧南+落地穿采光好+安静不临+临绿化带
125,海淀,[海淀]世纪城晴雪园｜125㎡｜3室2厅1厨2卫｜南北,111840,晴雪园板楼三居，园区正中间位置，明厨双明卫，双卧朝南，采光好
158,海淀,[海淀]五棵松紫金长安｜158㎡｜3室2厅1厨2卫｜南北,125316,高层，南北通透，前后落地窗，层高3米，餐客厅分离，餐厨一体
43.21,海淀,[海淀]安宁庄清上园｜43.21㎡｜1室1厨1卫｜东南,69428,落地窗、东南向的开间、采光很好、房子利用很好、保养好。
494.46,朝阳,[朝阳]百子湾富力十号｜494.46㎡｜6室2厅1厨3卫｜南北,95053,百子湾富力十号南北6室
93.77,朝阳,[朝阳]双井富力城C区｜93.77㎡｜2室2厅1厨2卫｜北,104511,樱花半岛 北向两居室 带双卫 适中楼层 三部电梯
113.56,朝阳,[朝阳]望京朝庭公寓｜113.56㎡｜2室2厅1厨2卫｜南北,72208,朝庭公寓高层2居，南北通透，视野采光好，保持好直接住！
266.01,东城,[东城]广渠门水上华城｜266.01㎡｜4室2厅1厨3卫｜南北,89470,水上华城+临公园+带车位+1梯1+南北大四居+不临街+无遮挡
146.95,东城,[东城]广渠门水上华城｜146.95㎡｜3室2厅1厨2卫｜东南,106158,水上华城，高层，无遮挡，明厨明卫，三室朝南，带储物间
